rouge1,rouge2,rogueL,rogueLs
0.19847328244274806,0.0310077519379845,0.13740458015267176,0.13740458015267176
0.15384615384615385,0.019607843137254898,0.09615384615384616,0.09615384615384616
0.11851851851851852,0.015037593984962405,0.08888888888888889,0.08888888888888889
0.1627906976744186,0.0,0.06976744186046512,0.06976744186046512
0.11538461538461538,0.0588235294117647,0.11538461538461538,0.11538461538461538
0.0746268656716418,0.015151515151515154,0.04477611940298507,0.04477611940298507
0.11764705882352941,0.024096385542168672,0.07058823529411765,0.07058823529411765
0.183206106870229,0.046511627906976744,0.0916030534351145,0.0916030534351145
0.17777777777777778,0.022727272727272724,0.08888888888888889,0.08888888888888889
0.21505376344086022,0.06593406593406594,0.15053763440860216,0.15053763440860216
0.14814814814814814,0.02531645569620253,0.09876543209876543,0.09876543209876543
0.21359223300970873,0.039603960396039604,0.11650485436893206,0.11650485436893206
0.16091954022988506,0.023529411764705882,0.09195402298850575,0.09195402298850575
0.24096385542168675,0.02469135802469136,0.1686746987951807,0.1686746987951807
0.14492753623188406,0.0,0.11594202898550725,0.11594202898550725
0.14634146341463414,0.024999999999999998,0.0975609756097561,0.0975609756097561
0.1951219512195122,0.025,0.12195121951219512,0.12195121951219512
0.024691358024691357,0.0,0.024691358024691357,0.024691358024691357
0.21052631578947367,0.027027027027027025,0.13157894736842105,0.13157894736842105
0.1565217391304348,0.017699115044247787,0.12173913043478259,0.12173913043478259
0.21739130434782605,0.08888888888888888,0.08695652173913043,0.08695652173913043
0.0975609756097561,0.0,0.0975609756097561,0.0975609756097561
0.17475728155339806,0.019801980198019802,0.09708737864077668,0.09708737864077668
0.09302325581395349,0.0,0.09302325581395349,0.09302325581395349
0.2543352601156069,0.023391812865497075,0.12716763005780346,0.12716763005780346
0.1794871794871795,0.0,0.12820512820512822,0.12820512820512822
0.16,0.02040816326530612,0.12,0.12
0.11494252873563217,0.023529411764705882,0.09195402298850575,0.09195402298850575
0.20512820512820512,0.08695652173913043,0.17094017094017094,0.17094017094017094
0.16417910447761194,0.0303030303030303,0.11940298507462686,0.11940298507462686
0.17391304347826086,0.02222222222222222,0.13043478260869565,0.13043478260869565
0.2337662337662338,0.02666666666666667,0.1558441558441558,0.1558441558441558
0.19130434782608693,0.0,0.12173913043478259,0.12173913043478259
0.1475409836065574,0.03333333333333333,0.06557377049180328,0.06557377049180328
0.1791044776119403,0.0,0.08955223880597014,0.08955223880597014
0.10666666666666667,0.0,0.08,0.08
0.1518987341772152,0.05128205128205128,0.0759493670886076,0.0759493670886076
0.12371134020618556,0.0,0.06185567010309278,0.06185567010309278
0.2368421052631579,0.027027027027027025,0.10526315789473682,0.10526315789473682
0.1188118811881188,0.0,0.0792079207920792,0.0792079207920792
0.16528925619834708,0.050420168067226885,0.1322314049586777,0.1322314049586777
0.13157894736842107,0.0,0.10526315789473684,0.10526315789473684
0.16216216216216217,0.0,0.1081081081081081,0.1081081081081081
0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
0.1320754716981132,0.0,0.09433962264150944,0.09433962264150944
0.07936507936507936,0.0,0.04761904761904761,0.04761904761904761
0.1626016260162602,0.03305785123966943,0.0975609756097561,0.0975609756097561
0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
0.15384615384615383,0.0,0.05128205128205128,0.05128205128205128
0.20869565217391306,0.0,0.12173913043478261,0.12173913043478261
0.13953488372093023,0.0,0.09302325581395349,0.09302325581395349
0.13846153846153847,0.015625,0.1076923076923077,0.1076923076923077
0.2912621359223301,0.09900990099009901,0.1941747572815534,0.1941747572815534
0.18018018018018017,0.0,0.10810810810810809,0.10810810810810809
0.07920792079207921,0.0,0.07920792079207921,0.07920792079207921
0.19148936170212763,0.04347826086956522,0.1276595744680851,0.1276595744680851
0.12698412698412698,0.0,0.06349206349206349,0.06349206349206349
0.33628318584070793,0.1517857142857143,0.2212389380530973,0.2212389380530973
0.2083333333333333,0.06382978723404255,0.125,0.125
0.0970873786407767,0.0,0.058252427184466014,0.058252427184466014
0.2156862745098039,0.0,0.0784313725490196,0.0784313725490196
0.10434782608695653,0.01769911504424779,0.08695652173913043,0.08695652173913043
0.1758241758241758,0.0,0.1098901098901099,0.1098901098901099
0.2553191489361702,0.10869565217391305,0.1702127659574468,0.1702127659574468
0.17142857142857143,0.0,0.08571428571428572,0.08571428571428572
0.19047619047619047,0.04838709677419355,0.15873015873015872,0.15873015873015872
0.1492537313432836,0.0,0.08955223880597014,0.08955223880597014
0.175,0.05128205128205128,0.1,0.1
0.10101010101010102,0.020618556701030927,0.08080808080808081,0.08080808080808081
0.1322314049586777,0.03361344537815126,0.11570247933884296,0.11570247933884296
0.1188118811881188,0.0,0.09900990099009901,0.09900990099009901
0.11494252873563218,0.0,0.09195402298850575,0.09195402298850575
0.1397849462365591,0.010869565217391304,0.08602150537634409,0.08602150537634409
0.30985915492957744,0.14492753623188404,0.2535211267605634,0.2535211267605634
0.22485207100591711,0.03592814371257485,0.11834319526627218,0.11834319526627218
0.2156862745098039,0.0,0.11764705882352941,0.11764705882352941
0.12903225806451615,0.03333333333333333,0.06451612903225808,0.06451612903225808
0.16513761467889906,0.05607476635514018,0.14678899082568808,0.14678899082568808
0.24299065420560748,0.05714285714285714,0.14953271028037382,0.14953271028037382
0.15384615384615385,0.0,0.1098901098901099,0.1098901098901099
0.032520325203252036,0.0,0.032520325203252036,0.032520325203252036
0.19834710743801653,0.01680672268907563,0.11570247933884296,0.11570247933884296
0.20253164556962025,0.0,0.10126582278481013,0.10126582278481013
0.3333333333333333,0.04878048780487805,0.2142857142857143,0.2142857142857143
0.2300884955752212,0.05405405405405406,0.1592920353982301,0.1592920353982301
0.07947019867549669,0.01342281879194631,0.052980132450331126,0.052980132450331126
0.19999999999999998,0.06818181818181818,0.15555555555555556,0.15555555555555556
0.20168067226890754,0.03389830508474576,0.09243697478991597,0.09243697478991597
0.07317073170731707,0.0,0.07317073170731707,0.07317073170731707
0.08450704225352111,0.0,0.056338028169014086,0.056338028169014086
0.15217391304347827,0.06666666666666667,0.15217391304347827,0.15217391304347827
0.1276595744680851,0.021739130434782608,0.06382978723404255,0.06382978723404255
0.08695652173913045,0.0,0.06521739130434782,0.06521739130434782
0.23404255319148934,0.04347826086956522,0.14893617021276598,0.14893617021276598
0.08743169398907104,0.011049723756906077,0.06557377049180328,0.06557377049180328
0.19130434782608693,0.017699115044247784,0.10434782608695652,0.10434782608695652
0.06578947368421054,0.0,0.039473684210526314,0.039473684210526314
0.1889763779527559,0.032,0.12598425196850394,0.12598425196850394
0.11494252873563217,0.0,0.09195402298850575,0.09195402298850575
0.1176470588235294,0.013245033112582781,0.07843137254901962,0.07843137254901962
0.17391304347826086,0.035398230088495575,0.13913043478260867,0.13913043478260867
